,MEBT:XCB1:CUR,MEBT:YCB1:CUR,MEBT:XCB3:CUR,MEBT:YCB3:CUR,MEBT:XCB5:CUR,MEBT:YCB5:CUR,MEBT:Q6:CUR,MEBT:Q7:CUR,MEBT:YCB7A:CUR,MEBT:YCB7B:CUR,MEBT:Q8:CUR,MEBT:Q9:CUR
68,0.31784667147876505,0.058242196942810395,0.311441406451891,0.08894871537000537,0.0227261515844935,0.3707501516541417,0.08173408898383676,0.029577310953573726,0.04150765358760079,0.3408329554424757,0.3535833271811636,0.35371332092455854
69,0.32224411562873834,0.0574670758049705,0.30529711569662266,0.07437711648558565,0.023639354040691958,0.06415163389203726,0.0767130924584906,0.02973498891169854,0.043902970903247844,0.3377878664142688,0.3380362477837255,0.33826282803035523
70,0.3190192336843667,0.05713388431913329,0.3074161587438463,0.07390254816507384,0.023521302819435597,0.06386192467100972,0.07648737542334279,0.029683489103981706,0.04383897097744806,0.33813015709719574,0.3378540806192234,0.33826817492878225
71,0.3230424542276754,0.2959334158799336,0.013274147093163645,0.1431097016927454,0.027109248659348547,0.0791092551601884,0.32665353086095905,0.03926493389597385,0.05183535694043225,0.34021312695858436,0.38741092555290463,0.33312069462360794
72,0.23085147021924615,0.043623693974271814,0.024889417374389565,0.08731866796453133,0.06365096882396672,0.1122408532801067,0.07977852982895908,0.07506333431306654,0.17410410218804978,0.10823561080979201,0.19383396240614334,0.2918595098868583
73,0.3218574455381295,0.2763745609088133,0.012921518944929633,0.2876081133896446,0.02566510485387454,0.10906569157027801,0.307061591433682,0.04135845622335155,0.04948956679324853,0.3465448893535567,0.3519893259848352,0.07807120565563676
74,0.32330872143053185,0.27814440439259375,0.012868463804796856,0.2926345399441674,0.025514893836107923,0.1089616459013144,0.3107293275385978,0.04120804052227811,0.049321394260455405,0.3448671902343834,0.35557312774816374,0.07779565402781559
75,0.32654119920491836,0.07068631614486905,0.01365967693806894,0.08458576911890152,0.024925292720099607,0.10983547424369594,0.35583463206234706,0.053569506174838875,0.04610126159069371,0.3352774841448611,0.35998731089000724,0.23253964834387747
76,0.31946793215686475,0.07068786705965886,0.013628765946706556,0.0844117877262727,0.024944612362507917,0.10999850650970575,0.35667865234294593,0.05313848597237494,0.04599635992497373,0.3347775959169359,0.35921353841354114,0.2335960148125997
77,0.3229955273450359,0.06989584624744362,0.013532221964677642,0.08174829883634178,0.024625541422713598,0.11007178205212363,0.35588359858663265,0.05323237545660352,0.04607917140885549,0.3328660482822959,0.36017068509270567,0.2519998871884992
78,0.31254009211399625,0.05156891120776514,0.3117580200329599,0.05054252708647301,0.32661553397811555,0.058859145440584036,0.3321015813193392,0.32094856792273496,0.02457724467713542,0.02789208830306644,0.16124200486532556,0.3386153107746007
79,0.3158677040090381,0.057247769481131715,0.32039741439750113,0.03732065783477041,0.3266860706545065,0.051163823127879475,0.3399296122414849,0.31745243932898676,0.02567081613667069,0.025745796701314477,0.202758026421752,0.3356379811178051
